record_id,record_class,source_table_number,source_pdf_page,reference_date,mineral_name_source,normalized_top50_materials_json,scope_type,state_or_ut,geography_name_source,grade_or_measure_source,resource_basis,unit_source,unit_scale_to_base,base_unit,std111_proved,std121_probable,std122_probable,reserves_total_a,std211_feasibility,std221_prefeasibility,std222_prefeasibility,std331_measured,std332_indicated,std333_inferred,std334_reconnaissance,remaining_resources_total_b,total_resources_a_plus_b,total_resources_base_quantity,blank_numeric_cells_interpreted_as_zero,source_figures_rounded,arithmetic_max_abs_error_source_units,arithmetic_tolerance_source_units,arithmetic_validation_pass,latitude,longitude,coordinates_available_in_source,spatial_integration_status,source_id,source_url,source_pdf_url,source_file_sha256,extraction_method
IBM-NMI2025-5-14-grade-all-india-semi-precious-01,official_nmi_resource_inventory,5.14,17,2025-04-01,Garnet,[],grade,,All India,Semi-precious,bulk_mineral_or_source_grade,Tonne,1.0,tonnes,612.0,0.0,26.0,637.0,2093.0,132.0,1630.0,39.0,1249.0,2688.0,0.0,7831.0,8468.0,8468.0,0,True,1.0,2.0,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-14-grade-all-india-abrasive-01,official_nmi_resource_inventory,5.14,17,2025-04-01,Garnet,[],grade,,All India,Abrasive,bulk_mineral_or_source_grade,Tonne,1.0,tonnes,9353013.0,52798.0,620720.0,10026531.0,1837541.0,1876007.0,4679342.0,348261.0,4990954.0,7688854.0,629223.0,22050183.0,32076713.0,32076713.0,0,True,1.0,641.53426,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-14-grade-all-india-unclassified-01,official_nmi_resource_inventory,5.14,17,2025-04-01,Garnet,[],grade,,All India,Unclassified,bulk_mineral_or_source_grade,Tonne,1.0,tonnes,2691.0,33951.0,0.0,36641.0,85485.0,61239.0,394.0,16080.0,10208995.0,23951287.0,2002.0,34325482.0,34362124.0,34362124.0,0,True,1.0,687.24248,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-14-grade-all-india-not-known-01,official_nmi_resource_inventory,5.14,17,2025-04-01,Garnet,[],grade,,All India,Not Known,bulk_mineral_or_source_grade,Tonne,1.0,tonnes,0.0,0.0,0.0,0.0,27355.0,1284.0,27750.0,0.0,756.0,382321.0,0.0,439466.0,439466.0,439466.0,0,True,0.0,8.78932,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-14-grade-all-india-others-01,official_nmi_resource_inventory,5.14,17,2025-04-01,Garnet,[],grade,,All India,Others,bulk_mineral_or_source_grade,Tonne,1.0,tonnes,0.0,0.0,0.0,0.0,9051.0,36358.0,0.0,0.0,0.0,215573.0,0.0,260982.0,260982.0,260982.0,0,True,0.0,5.21964,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-14-state-andhra-pradesh-total-01,official_nmi_resource_inventory,5.14,17,2025-04-01,Garnet,[],state,Andhra Pradesh,Andhra Pradesh,Total,bulk_mineral_or_source_grade,Tonne,1.0,tonnes,0.0,0.0,0.0,0.0,1196087.0,237025.0,1359988.0,18.0,8800000.0,5674011.0,0.0,17267129.0,17267129.0,17267129.0,0,True,0.0,345.34258000000005,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-14-state-chhattisgarh-total-01,official_nmi_resource_inventory,5.14,17,2025-04-01,Garnet,[],state,Chhattisgarh,Chhattisgarh,Total,bulk_mineral_or_source_grade,Tonne,1.0,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28800.0,0.0,28800.0,28800.0,28800.0,0,True,0.0,2.0,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-14-state-jharkhand-total-01,official_nmi_resource_inventory,5.14,17,2025-04-01,Garnet,[],state,Jharkhand,Jharkhand,Total,bulk_mineral_or_source_grade,Tonne,1.0,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,88303.0,0.0,0.0,21768.0,0.0,110071.0,110071.0,110071.0,0,True,0.0,2.20142,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-14-state-kerala-total-01,official_nmi_resource_inventory,5.14,17,2025-04-01,Garnet,[],state,Kerala,Kerala,Total,bulk_mineral_or_source_grade,Tonne,1.0,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,45797.0,100874.0,0.0,52190.0,0.0,198861.0,198861.0,198861.0,0,True,0.0,3.9772200000000004,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-14-state-odisha-total-01,official_nmi_resource_inventory,5.14,17,2025-04-01,Garnet,[],state,Odisha,Odisha,Total,bulk_mineral_or_source_grade,Tonne,1.0,tonnes,6633562.0,0.0,1.0,6633563.0,5.0,170130.0,0.0,245395.0,4975352.0,4186838.0,622302.0,10200023.0,16833586.0,16833586.0,0,True,1.0,336.67172000000005,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-14-state-rajasthan-total-01,official_nmi_resource_inventory,5.14,17,2025-04-01,Garnet,[],state,Rajasthan,Rajasthan,Total,bulk_mineral_or_source_grade,Tonne,1.0,tonnes,2315092.0,52798.0,597022.0,2964913.0,442538.0,91078.0,144136.0,2013.0,17606.0,550230.0,6921.0,1254522.0,4219435.0,4219435.0,0,True,1.0,84.3887,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-14-state-tamil-nadu-total-01,official_nmi_resource_inventory,5.14,17,2025-04-01,Garnet,[],state,Tamil Nadu,Tamil Nadu,Total,bulk_mineral_or_source_grade,Tonne,1.0,tonnes,407661.0,33951.0,23723.0,465334.0,260710.0,1435123.9,3094811.0,16080.0,1408995.0,19871019.0,2002.0,26088741.0,26554076.0,26554076.0,0,True,1.0,531.0815200000001,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-14-state-telangana-total-01,official_nmi_resource_inventory,5.14,17,2025-04-01,Garnet,[],state,Telangana,Telangana,Total,bulk_mineral_or_source_grade,Tonne,1.0,tonnes,0.0,0.0,0.0,0.0,62187.0,42033.0,0.0,0.0,0.0,1855976.0,0.0,1960196.0,1960196.0,1960196.0,0,True,0.0,39.203920000000004,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-15-national-total-all-india-ore-primary-01,official_nmi_resource_inventory,5.15,18,2025-04-01,Gold,"[""Gold""]",national_total,,All India,Ore (Primary),ore,Tonne,1.0,tonnes,18936171.0,1502535.0,7834573.0,28273279.0,6466711.0,8258286.0,3621405.0,9658248.0,120505950.0,342669800.0,32476333.0,523656733.0,551930012.0,551930012.0,0,True,0.0,11038.600240000002,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-15-national-total-all-india-metal-primary-01,official_nmi_resource_inventory,5.15,18,2025-04-01,Gold,"[""Gold""]",national_total,,All India,Metal (Primary),contained_metal_or_compound,Tonne,1.0,tonnes,70.56,2.58,8.76,81.9,27.45,25.31,8.02,22.05,207.67,261.49,24.9,576.9,658.8,658.8,0,True,0.009999999999990905,2.0,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-15-national-total-all-india-ore-placer-01,official_nmi_resource_inventory,5.15,18,2025-04-01,Gold,"[""Gold""]",national_total,,All India,Ore (Placer),ore,Tonne,1.0,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2552000.0,22337000.0,0.0,24889000.0,24889000.0,24889000.0,0,True,0.0,497.78000000000003,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-15-national-total-all-india-metal-placer-01,official_nmi_resource_inventory,5.15,18,2025-04-01,Gold,"[""Gold""]",national_total,,All India,Metal (Placer),contained_metal_or_compound,Tonne,1.0,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29,3.13,0.0,5.42,5.42,5.42,0,True,0.0,2.0,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-15-state-andhra-pradesh-ore-primary-01,official_nmi_resource_inventory,5.15,18,2025-04-01,Gold,"[""Gold""]",state,Andhra Pradesh,Andhra Pradesh,Ore (Primary),ore,Tonne,1.0,tonnes,2980084.0,992535.0,2797725.0,6770344.0,2707633.0,1551535.0,2196213.0,291000.0,55000.0,6114615.0,0.0,12915996.0,19686341.0,19686341.0,0,True,1.0,393.72682000000003,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-15-state-andhra-pradesh-metal-primary-01,official_nmi_resource_inventory,5.15,18,2025-04-01,Gold,"[""Gold""]",state,Andhra Pradesh,Andhra Pradesh,Metal (Primary),contained_metal_or_compound,Tonne,1.0,tonnes,5.13,1.3,1.34,7.77,11.97,3.4,5.16,1.08,0.28,20.0,0.0,41.89,49.66,49.66,0,True,0.0,2.0,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-15-state-bihar-ore-primary-01,official_nmi_resource_inventory,5.15,18,2025-04-01,Gold,"[""Gold""]",state,Bihar,Bihar,Ore (Primary),ore,Tonne,1.0,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222884860.0,0.0,222884860.0,222884860.0,222884860.0,0,True,0.0,4457.6972000000005,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-15-state-bihar-metal-primary-01,official_nmi_resource_inventory,5.15,18,2025-04-01,Gold,"[""Gold""]",state,Bihar,Bihar,Metal (Primary),contained_metal_or_compound,Tonne,1.0,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.6,0.0,37.6,37.6,37.6,0,True,0.0,2.0,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-15-state-chhattisgarh-ore-primary-01,official_nmi_resource_inventory,5.15,18,2025-04-01,Gold,"[""Gold""]",state,Chhattisgarh,Chhattisgarh,Ore (Primary),ore,Tonne,1.0,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,4543365.0,0.0,5143365.0,5143365.0,5143365.0,0,True,0.0,102.86730000000001,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-15-state-chhattisgarh-metal-primary-01,official_nmi_resource_inventory,5.15,18,2025-04-01,Gold,"[""Gold""]",state,Chhattisgarh,Chhattisgarh,Metal (Primary),contained_metal_or_compound,Tonne,1.0,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,4.01,0.0,5.81,5.81,5.81,0,True,0.0,2.0,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-15-state-jharkhand-ore-primary-01,official_nmi_resource_inventory,5.15,18,2025-04-01,Gold,"[""Gold""]",state,Jharkhand,Jharkhand,Ore (Primary),ore,Tonne,1.0,tonnes,59436.0,0.0,91610.0,151046.0,0.0,35801.0,263304.0,0.0,4710966.0,4808260.0,767000.0,10585331.0,10736377.0,10736377.0,0,True,0.0,214.72754,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-15-state-jharkhand-metal-primary-01,official_nmi_resource_inventory,5.15,18,2025-04-01,Gold,"[""Gold""]",state,Jharkhand,Jharkhand,Metal (Primary),contained_metal_or_compound,Tonne,1.0,tonnes,0.18,0.0,0.16,0.35,0.0,0.12,0.52,0.0,7.05,8.02,0.62,16.33,16.68,16.68,0,True,0.010000000000000009,2.0,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-15-state-karnataka-ore-primary-01,official_nmi_resource_inventory,5.15,18,2025-04-01,Gold,"[""Gold""]",state,Karnataka,Karnataka,Ore (Primary),ore,Tonne,1.0,tonnes,15896651.0,510000.0,0.0,16406651.0,3759078.0,6670950.0,174000.0,4304968.0,53425718.0,23238609.0,5813000.0,97386323.0,113792974.0,113792974.0,0,True,0.0,2275.85948,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-15-state-karnataka-metal-primary-01,official_nmi_resource_inventory,5.15,18,2025-04-01,Gold,"[""Gold""]",state,Karnataka,Karnataka,Metal (Primary),contained_metal_or_compound,Tonne,1.0,tonnes,65.25,1.28,0.0,66.53,15.48,21.8,0.64,14.13,82.14,52.89,21.48,208.56,275.09,275.09,0,True,5.684341886080802e-14,2.0,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-15-state-kerala-ore-primary-01,official_nmi_resource_inventory,5.15,18,2025-04-01,Gold,"[""Gold""]",state,Kerala,Kerala,Ore (Primary),ore,Tonne,1.0,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462280.0,96180.0,1232000.0,0.0,1790460.0,1790460.0,1790460.0,0,True,0.0,35.809200000000004,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-15-state-kerala-metal-primary-01,official_nmi_resource_inventory,5.15,18,2025-04-01,Gold,"[""Gold""]",state,Kerala,Kerala,Metal (Primary),contained_metal_or_compound,Tonne,1.0,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.03,0.44,0.0,0.64,0.64,0.64,0,True,0.0,2.0,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-15-state-kerala-ore-placer-01,official_nmi_resource_inventory,5.15,18,2025-04-01,Gold,"[""Gold""]",state,Kerala,Kerala,Ore (Placer),ore,Tonne,1.0,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2552000.0,22337000.0,0.0,24889000.0,24889000.0,24889000.0,0,True,0.0,497.78000000000003,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-15-state-kerala-metal-placer-01,official_nmi_resource_inventory,5.15,18,2025-04-01,Gold,"[""Gold""]",state,Kerala,Kerala,Metal (Placer),contained_metal_or_compound,Tonne,1.0,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29,3.13,0.0,5.42,5.42,5.42,0,True,0.0,2.0,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-15-state-madhya-pradesh-ore-primary-01,official_nmi_resource_inventory,5.15,19,2025-04-01,Gold,"[""Gold""]",state,Madhya Pradesh,Madhya Pradesh,Ore (Primary),ore,Tonne,1.0,tonnes,0.0,0.0,4945238.0,4945238.0,0.0,0.0,987887.0,0.0,5835087.0,3663196.0,0.0,10486170.0,15431407.0,15431407.0,0,True,1.0,308.62814000000003,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-15-state-madhya-pradesh-metal-primary-01,official_nmi_resource_inventory,5.15,19,2025-04-01,Gold,"[""Gold""]",state,Madhya Pradesh,Madhya Pradesh,Metal (Primary),contained_metal_or_compound,Tonne,1.0,tonnes,0.0,0.0,7.25,7.25,0.0,0.0,1.71,0.0,6.17,4.86,0.0,12.74,19.98,19.98,0,True,0.010000000000001563,2.0,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
