record_id,source_family,source_record_id,source_event_record_ids_json,source_event_count,block_name,block_name_aliases_json,state_or_ut,district,block_area_ha,exploration_level,latitude,longitude,h3_r6,h3_r3,target_material,target_chemical_names_json,target_symbols_or_formulae_json,source_label_type,geometry_quality_status,geometry_model_role,geometry_source_url,source_url,target_known_evidence_records,internal_spatial_cv_auc,internal_spatial_cv_recall_at_background_top5pct,nearest_known_target_evidence_km,outside_25km_known_evidence,within_250km_known_evidence,primary_transfer_cohort,candidate_distance_domain,target_prospectivity_score,target_national_percentile,target_score_rank_among_50,target_is_centroid_top1,target_in_centroid_top5,centroid_published_top_material,centroid_published_record_class,centroid_is_published_candidate,target_specific_priority_gate,source_label_limitations,data_quality_flags_json
OBT-cd809018aa619820,central_critical_mineral_auction,pata-ramavaram,"[""CMB-EVENT-T8-O20""]",1,Pata Ramavaram Graphite Block,"[""Pata Ramavaram Graphite Block""]",Andhra Pradesh,Alluri Sitharama Raju,105.29000000,,17.32134264,81.91532030,863c921b7ffffff,833c92fffffffff,Graphite,"[""carbon""]","[""C""]",official_auction_or_exploration_target_not_confirmed_deposit,accepted,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=27324_Pata%20Ramavaram%20Graphite%20Block_MBS.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=27316_GoI%20MoM%20-%20Tranche%20VIII%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,15,0.87053333,0.53333333,11.84134388,False,True,False,False,0.90941828,0.99975204,1.00000000,True,True,Graphite,regional_background,False,False,"The source identifies an auction or exploration target, not a confirmed deposit, resource, reserve, discovery, grade continuity, economic viability, current grant, operating mine, or permission to enter land. Source-independent publication does not prove knowledge-independence from historical mineral evidence.","[""official_auction_or_exploration_target_not_confirmed_deposit"",""within_25km_of_training_evidence_excluded_from_primary_transfer_cohort"",""complete_historical_source_label_independence_not_established""]"
OBT-9c1bf01c3b6e14f6,central_critical_mineral_auction,phop,"[""CMB-EVENT-T2-O07"",""CMB-EVENT-T4-O15""]",2,Phop Graphite and Vanadium Block,"[""Phop Graphite and Vanadium Block""]",Arunachal Pradesh,Papum pare,108.86000000,,27.32496449,93.70430183,863c53637ffffff,833c53fffffffff,Graphite,"[""carbon""]","[""C""]",official_auction_or_exploration_target_not_confirmed_deposit,accepted,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15836_15.%20MBS%20Phop%20Graphite%20and%20Vanadium%20Block%2017.02.2024.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15825_1.%20GoI%20MoM%20-%20Tranche%20IV%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,15,0.87053333,0.53333333,1019.88854980,True,False,True,False,0.00001233,0.09572646,23.00000000,False,False,Gold,regional_background,False,False,"The source identifies an auction or exploration target, not a confirmed deposit, resource, reserve, discovery, grade continuity, economic viability, current grant, operating mine, or permission to enter land. Source-independent publication does not prove knowledge-independence from historical mineral evidence.","[""official_auction_or_exploration_target_not_confirmed_deposit"",""complete_historical_source_label_independence_not_established""]"
OBT-a09033954e946539,central_critical_mineral_auction,phop,"[""CMB-EVENT-T2-O07"",""CMB-EVENT-T4-O15""]",2,Phop Graphite and Vanadium Block,"[""Phop Graphite and Vanadium Block""]",Arunachal Pradesh,Papum pare,108.86000000,,27.32496449,93.70430183,863c53637ffffff,833c53fffffffff,Vanadium,"[""vanadium""]","[""V""]",official_auction_or_exploration_target_not_confirmed_deposit,accepted,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15836_15.%20MBS%20Phop%20Graphite%20and%20Vanadium%20Block%2017.02.2024.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15825_1.%20GoI%20MoM%20-%20Tranche%20IV%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,10,0.37920000,0.00000000,807.24761963,True,False,True,False,0.00009529,0.04202428,16.00000000,False,False,Gold,regional_background,False,False,"The source identifies an auction or exploration target, not a confirmed deposit, resource, reserve, discovery, grade continuity, economic viability, current grant, operating mine, or permission to enter land. Source-independent publication does not prove knowledge-independence from historical mineral evidence.","[""official_auction_or_exploration_target_not_confirmed_deposit"",""target_model_does_not_pass_internal_minimum_holdout_auc"",""complete_historical_source_label_independence_not_established""]"
OBT-27a7df0646ba2842,central_critical_mineral_auction,ponchi,"[""CMB-EVENT-T4-O05""]",1,Ponchi Graphite Block,"[""Ponchi Graphite Block""]",Jharkhand,Palamu,10.00000000,,23.92762997,84.24286517,863ca120fffffff,833ca1fffffffff,Graphite,"[""carbon""]","[""C""]",official_auction_or_exploration_target_not_confirmed_deposit,accepted,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15846_5.%20MBS_Ponchi%20Graphite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15825_1.%20GoI%20MoM%20-%20Tranche%20IV%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,15,0.87053333,0.53333333,4.71277428,False,True,False,False,0.78433096,,1.00000000,True,True,Graphite,known_evidence_area,False,False,"The source identifies an auction or exploration target, not a confirmed deposit, resource, reserve, discovery, grade continuity, economic viability, current grant, operating mine, or permission to enter land. Source-independent publication does not prove knowledge-independence from historical mineral evidence.","[""official_auction_or_exploration_target_not_confirmed_deposit"",""within_25km_of_training_evidence_excluded_from_primary_transfer_cohort"",""complete_historical_source_label_independence_not_established""]"
OBT-87f9412708aff52b,central_critical_mineral_auction,radhpu,"[""CMB-EVENT-T2-O08"",""CMB-EVENT-T4-O16""]",2,Radhpu Graphite and Vanadium Block,"[""Radhpu Graphite and Vanadium Block""]",Arunachal Pradesh,Lower Subansiri,152.74000000,,27.59232092,93.65668937,863c530c7ffffff,833c53fffffffff,Graphite,"[""carbon""]","[""C""]",official_auction_or_exploration_target_not_confirmed_deposit,accepted,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15835_16.%20MBS%20Radhpu%20Graphite%20and%20Vanadium%20Block%2021.02.24.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15825_1.%20GoI%20MoM%20-%20Tranche%20IV%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,15,0.87053333,0.53333333,1028.23754883,True,False,True,False,0.00001134,0.09355137,23.00000000,False,False,Gold,priority_candidate,True,False,"The source identifies an auction or exploration target, not a confirmed deposit, resource, reserve, discovery, grade continuity, economic viability, current grant, operating mine, or permission to enter land. Source-independent publication does not prove knowledge-independence from historical mineral evidence.","[""official_auction_or_exploration_target_not_confirmed_deposit"",""complete_historical_source_label_independence_not_established""]"
OBT-6d9d3670241e0290,central_critical_mineral_auction,radhpu,"[""CMB-EVENT-T2-O08"",""CMB-EVENT-T4-O16""]",2,Radhpu Graphite and Vanadium Block,"[""Radhpu Graphite and Vanadium Block""]",Arunachal Pradesh,Lower Subansiri,152.74000000,,27.59232092,93.65668937,863c530c7ffffff,833c53fffffffff,Vanadium,"[""vanadium""]","[""V""]",official_auction_or_exploration_target_not_confirmed_deposit,accepted,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15835_16.%20MBS%20Radhpu%20Graphite%20and%20Vanadium%20Block%2021.02.24.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15825_1.%20GoI%20MoM%20-%20Tranche%20IV%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,10,0.37920000,0.00000000,820.91711426,True,False,True,False,0.00008311,0.03948999,16.00000000,False,False,Gold,priority_candidate,True,False,"The source identifies an auction or exploration target, not a confirmed deposit, resource, reserve, discovery, grade continuity, economic viability, current grant, operating mine, or permission to enter land. Source-independent publication does not prove knowledge-independence from historical mineral evidence.","[""official_auction_or_exploration_target_not_confirmed_deposit"",""target_model_does_not_pass_internal_minimum_holdout_auc"",""complete_historical_source_label_independence_not_established""]"
OBT-3a15ec455cd50a71,central_critical_mineral_auction,raipura,"[""CMB-EVENT-T2-O17"",""CMB-EVENT-T4-O03"",""CMB-EVENT-T5-O09""]",3,Raipura Phosphorite and Limestone Block,"[""Raipura Phosphorite and Limestone Block""]",Chhattisgarh,Balod,1009.36000000,,20.81615000,81.09734444,863cb072fffffff,833cb0fffffffff,Phosphorus,"[""phosphorus""]","[""P""]",official_auction_or_exploration_target_not_confirmed_deposit,accepted,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=18656_9.MBS_Raipura_Phosphorite_and_Limestone_Bloc_17.02.2024.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=18641_GoI%20MoM%20-%20Tranche%20V%20-%20Notice%20Inviting%20Tender.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,85,0.70646367,0.08235294,49.46507263,True,True,True,True,0.51742184,0.93741161,1.00000000,True,True,Phosphorus,regional_background,False,False,"The source identifies an auction or exploration target, not a confirmed deposit, resource, reserve, discovery, grade continuity, economic viability, current grant, operating mine, or permission to enter land. Source-independent publication does not prove knowledge-independence from historical mineral evidence.","[""official_auction_or_exploration_target_not_confirmed_deposit"",""complete_historical_source_label_independence_not_established""]"
OBT-44a427b0a1565555,central_critical_mineral_auction,ramb-degana,"[""CMB-EVENT-T6-O10"",""CMB-EVENT-T7-O05""]",2,"RAMB Degana Tungsten, Lithium and Associated Mineral Block","[""RAMB Degana Tungsten, Lithium and Associated Mineral Block""]",Rajasthan,Nagaur,154.74000000,,26.89804961,74.27930450,863db5937ffffff,83425bfffffffff,Lithium,"[""lithium""]","[""Li""]",official_auction_or_exploration_target_not_confirmed_deposit,accepted,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring,"https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=25665_16%20RAMB%20Degana%20Tungsten,%20Lithium%20and%20Associated%20Mineral%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-",https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=25649_GoI%20MoM%20-%20Tranche%20VII%20-%20NIT_N.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,1,,,1201.88208008,True,False,True,False,0.00000259,,33.00000000,False,False,Copper,regional_background,False,False,"The source identifies an auction or exploration target, not a confirmed deposit, resource, reserve, discovery, grade continuity, economic viability, current grant, operating mine, or permission to enter land. Source-independent publication does not prove knowledge-independence from historical mineral evidence.","[""official_auction_or_exploration_target_not_confirmed_deposit"",""target_model_below_published_minimum_support"",""target_model_does_not_pass_internal_minimum_holdout_auc"",""complete_historical_source_label_independence_not_established""]"
OBT-cd604812c6267e8b,central_critical_mineral_auction,ramb-degana,"[""CMB-EVENT-T6-O10"",""CMB-EVENT-T7-O05""]",2,"RAMB Degana Tungsten, Lithium and Associated Mineral Block","[""RAMB Degana Tungsten, Lithium and Associated Mineral Block""]",Rajasthan,Nagaur,154.74000000,,26.89804961,74.27930450,863db5937ffffff,83425bfffffffff,Tin,"[""tin""]","[""Sn""]",official_auction_or_exploration_target_not_confirmed_deposit,accepted,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring,"https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=25665_16%20RAMB%20Degana%20Tungsten,%20Lithium%20and%20Associated%20Mineral%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-",https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=25649_GoI%20MoM%20-%20Tranche%20VII%20-%20NIT_N.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,0,,,,False,False,False,False,,,,False,False,Copper,regional_background,False,False,"The source identifies an auction or exploration target, not a confirmed deposit, resource, reserve, discovery, grade continuity, economic viability, current grant, operating mine, or permission to enter land. Source-independent publication does not prove knowledge-independence from historical mineral evidence.","[""official_auction_or_exploration_target_not_confirmed_deposit"",""within_25km_of_training_evidence_excluded_from_primary_transfer_cohort"",""target_model_below_published_minimum_support"",""target_model_does_not_pass_internal_minimum_holdout_auc"",""complete_historical_source_label_independence_not_established""]"
OBT-12e2610c5350bd8a,central_critical_mineral_auction,ramb-degana,"[""CMB-EVENT-T6-O10"",""CMB-EVENT-T7-O05""]",2,"RAMB Degana Tungsten, Lithium and Associated Mineral Block","[""RAMB Degana Tungsten, Lithium and Associated Mineral Block""]",Rajasthan,Nagaur,154.74000000,,26.89804961,74.27930450,863db5937ffffff,83425bfffffffff,Tungsten,"[""tungsten""]","[""W""]",official_auction_or_exploration_target_not_confirmed_deposit,accepted,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring,"https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=25665_16%20RAMB%20Degana%20Tungsten,%20Lithium%20and%20Associated%20Mineral%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-",https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=25649_GoI%20MoM%20-%20Tranche%20VII%20-%20NIT_N.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,3,,,5.89121819,False,True,False,False,0.64239287,,2.00000000,False,True,Copper,regional_background,False,False,"The source identifies an auction or exploration target, not a confirmed deposit, resource, reserve, discovery, grade continuity, economic viability, current grant, operating mine, or permission to enter land. Source-independent publication does not prove knowledge-independence from historical mineral evidence.","[""official_auction_or_exploration_target_not_confirmed_deposit"",""within_25km_of_training_evidence_excluded_from_primary_transfer_cohort"",""target_model_below_published_minimum_support"",""target_model_does_not_pass_internal_minimum_holdout_auc"",""complete_historical_source_label_independence_not_established""]"
OBT-03ae2e4edb0b97ae,central_critical_mineral_auction,revised-lanjabanda,"[""CMB-EVENT-T8-O01""]",1,Revised Lanjabanda Mine Block,"[""Revised Lanjabanda Mine Block""]",Andhra Pradesh,Kurnool,396.78100000,,15.49880000,77.99488500,8660a080fffffff,8360a0fffffffff,Molybdenum,"[""molybdenum""]","[""Mo""]",official_auction_or_exploration_target_not_confirmed_deposit,accepted,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=27789_Revised%20Lanjabanda%20Mine%20Block%20Summary.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=27316_GoI%20MoM%20-%20Tranche%20VIII%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,4,,,726.58886719,True,False,True,False,0.00040104,,26.00000000,False,False,Iron,regional_background,False,False,"The source identifies an auction or exploration target, not a confirmed deposit, resource, reserve, discovery, grade continuity, economic viability, current grant, operating mine, or permission to enter land. Source-independent publication does not prove knowledge-independence from historical mineral evidence.","[""official_auction_or_exploration_target_not_confirmed_deposit"",""target_model_below_published_minimum_support"",""target_model_does_not_pass_internal_minimum_holdout_auc"",""complete_historical_source_label_independence_not_established""]"
OBT-864f0ba0e29536fb,central_critical_mineral_auction,sabag-north,"[""CMB-EVENT-T8-O18""]",1,"Sabag North Vanadium, Gallium, Titanium, REE, Bauxite and Aluminous Laterite Block","[""Sabag North Vanadium, Gallium, Titanium, REE, Bauxite and Aluminous Laterite Block""]",Chhattisgarh,Balrampur,319.51800000,,23.53986251,83.98211730,863ca161fffffff,833ca1fffffffff,Aluminium,"[""aluminium""]","[""Al""]",official_auction_or_exploration_target_not_confirmed_deposit,accepted,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring,"https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=27326_Sabag%20North%20Vanadium,%20Gallium,%20Titanium,%20REE,%20Bauxite%20and%20Aluminous%20Laterite%20Block_MBS.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-",https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=27316_GoI%20MoM%20-%20Tranche%20VIII%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,110,0.69101240,0.07272727,52.06922150,True,True,True,True,0.46116850,0.76486909,2.00000000,False,True,Chromium,regional_background,False,False,"The source identifies an auction or exploration target, not a confirmed deposit, resource, reserve, discovery, grade continuity, economic viability, current grant, operating mine, or permission to enter land. Source-independent publication does not prove knowledge-independence from historical mineral evidence.","[""official_auction_or_exploration_target_not_confirmed_deposit"",""complete_historical_source_label_independence_not_established""]"
OBT-8abaa972e6c49f00,central_critical_mineral_auction,sabag-north,"[""CMB-EVENT-T8-O18""]",1,"Sabag North Vanadium, Gallium, Titanium, REE, Bauxite and Aluminous Laterite Block","[""Sabag North Vanadium, Gallium, Titanium, REE, Bauxite and Aluminous Laterite Block""]",Chhattisgarh,Balrampur,319.51800000,,23.53986251,83.98211730,863ca161fffffff,833ca1fffffffff,Gallium,"[""gallium""]","[""Ga""]",official_auction_or_exploration_target_not_confirmed_deposit,accepted,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring,"https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=27326_Sabag%20North%20Vanadium,%20Gallium,%20Titanium,%20REE,%20Bauxite%20and%20Aluminous%20Laterite%20Block_MBS.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-",https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=27316_GoI%20MoM%20-%20Tranche%20VIII%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,1,,,1001.85363770,True,False,True,False,0.00001913,,31.00000000,False,False,Chromium,regional_background,False,False,"The source identifies an auction or exploration target, not a confirmed deposit, resource, reserve, discovery, grade continuity, economic viability, current grant, operating mine, or permission to enter land. Source-independent publication does not prove knowledge-independence from historical mineral evidence.","[""official_auction_or_exploration_target_not_confirmed_deposit"",""target_model_below_published_minimum_support"",""target_model_does_not_pass_internal_minimum_holdout_auc"",""complete_historical_source_label_independence_not_established""]"
OBT-6558e9b4c0dbbb0a,central_critical_mineral_auction,sabag-north,"[""CMB-EVENT-T8-O18""]",1,"Sabag North Vanadium, Gallium, Titanium, REE, Bauxite and Aluminous Laterite Block","[""Sabag North Vanadium, Gallium, Titanium, REE, Bauxite and Aluminous Laterite Block""]",Chhattisgarh,Balrampur,319.51800000,,23.53986251,83.98211730,863ca161fffffff,833ca1fffffffff,Rare-earth elements,"[""scandium"",""yttrium"",""lanthanum"",""cerium"",""praseodymium"",""neodymium"",""promethium"",""samarium"",""europium"",""gadolinium"",""terbium"",""dysprosium"",""holmium"",""erbium"",""thulium"",""ytterbium"",""lutetium""]","[""Sc"",""Y"",""La"",""Ce"",""Pr"",""Nd"",""Pm"",""Sm"",""Eu"",""Gd"",""Tb"",""Dy"",""Ho"",""Er"",""Tm"",""Yb"",""Lu""]",official_auction_or_exploration_target_not_confirmed_deposit,accepted,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring,"https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=27326_Sabag%20North%20Vanadium,%20Gallium,%20Titanium,%20REE,%20Bauxite%20and%20Aluminous%20Laterite%20Block_MBS.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-",https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=27316_GoI%20MoM%20-%20Tranche%20VIII%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,9,,,207.74409485,True,True,True,True,0.03742779,0.60300392,15.00000000,False,False,Chromium,regional_background,False,False,"The source identifies an auction or exploration target, not a confirmed deposit, resource, reserve, discovery, grade continuity, economic viability, current grant, operating mine, or permission to enter land. Source-independent publication does not prove knowledge-independence from historical mineral evidence.","[""official_auction_or_exploration_target_not_confirmed_deposit"",""target_model_below_published_minimum_support"",""target_model_does_not_pass_internal_minimum_holdout_auc"",""complete_historical_source_label_independence_not_established""]"
OBT-62f1ad9db3a3f30b,central_critical_mineral_auction,sabag-north,"[""CMB-EVENT-T8-O18""]",1,"Sabag North Vanadium, Gallium, Titanium, REE, Bauxite and Aluminous Laterite Block","[""Sabag North Vanadium, Gallium, Titanium, REE, Bauxite and Aluminous Laterite Block""]",Chhattisgarh,Balrampur,319.51800000,,23.53986251,83.98211730,863ca161fffffff,833ca1fffffffff,Titanium,"[""titanium"",""titanium dioxide""]","[""Ti"",""TiO2""]",official_auction_or_exploration_target_not_confirmed_deposit,accepted,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring,"https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=27326_Sabag%20North%20Vanadium,%20Gallium,%20Titanium,%20REE,%20Bauxite%20and%20Aluminous%20Laterite%20Block_MBS.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-",https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=27316_GoI%20MoM%20-%20Tranche%20VIII%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,39,0.66236029,0.25641026,207.74409485,True,True,True,True,0.04383761,0.16455939,13.00000000,False,False,Chromium,regional_background,False,False,"The source identifies an auction or exploration target, not a confirmed deposit, resource, reserve, discovery, grade continuity, economic viability, current grant, operating mine, or permission to enter land. Source-independent publication does not prove knowledge-independence from historical mineral evidence.","[""official_auction_or_exploration_target_not_confirmed_deposit"",""complete_historical_source_label_independence_not_established""]"
OBT-9236c0cb7ad73eff,central_critical_mineral_auction,sabag-north,"[""CMB-EVENT-T8-O18""]",1,"Sabag North Vanadium, Gallium, Titanium, REE, Bauxite and Aluminous Laterite Block","[""Sabag North Vanadium, Gallium, Titanium, REE, Bauxite and Aluminous Laterite Block""]",Chhattisgarh,Balrampur,319.51800000,,23.53986251,83.98211730,863ca161fffffff,833ca1fffffffff,Vanadium,"[""vanadium""]","[""V""]",official_auction_or_exploration_target_not_confirmed_deposit,accepted,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring,"https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=27326_Sabag%20North%20Vanadium,%20Gallium,%20Titanium,%20REE,%20Bauxite%20and%20Aluminous%20Laterite%20Block_MBS.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-",https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=27316_GoI%20MoM%20-%20Tranche%20VIII%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,10,0.37920000,0.00000000,245.46540833,True,True,True,True,0.02623152,0.28782862,20.00000000,False,False,Chromium,regional_background,False,False,"The source identifies an auction or exploration target, not a confirmed deposit, resource, reserve, discovery, grade continuity, economic viability, current grant, operating mine, or permission to enter land. Source-independent publication does not prove knowledge-independence from historical mineral evidence.","[""official_auction_or_exploration_target_not_confirmed_deposit"",""target_model_does_not_pass_internal_minimum_holdout_auc"",""complete_historical_source_label_independence_not_established""]"
OBT-d03023fa54f6c445,central_critical_mineral_auction,salal-haimna,"[""CMB-EVENT-T1-O18"",""CMB-EVENT-T3-O07""]",2,"Salal-Haimna Lithium, Titanium and Bauxite (Aluminous Laterite) Block","[""Salal-Haimna Lithium, Titanium and Bauxite (Aluminous Laterite) Block""]",UT: Jammu and Kashmir,Reasi,317.63800000,,33.16764188,74.81874320,863d346d7ffffff,833d30fffffffff,Aluminium,"[""aluminium""]","[""Al""]",official_auction_or_exploration_target_not_confirmed_deposit,accepted,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring,"https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14480_MBS_Salal-Haimna%20Lithium,%20Titanium%20and%20Bauxite%20Aluminous%20Laterite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-",https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14477_Notice%20Inviting%20Tender%20(NIT)%20-%20%20Tranche%20III.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,110,0.69101240,0.07272727,849.42962646,True,False,True,False,0.00007162,0.06552494,17.00000000,False,False,Copper,regional_background,False,False,"The source identifies an auction or exploration target, not a confirmed deposit, resource, reserve, discovery, grade continuity, economic viability, current grant, operating mine, or permission to enter land. Source-independent publication does not prove knowledge-independence from historical mineral evidence.","[""official_auction_or_exploration_target_not_confirmed_deposit"",""complete_historical_source_label_independence_not_established""]"
OBT-bc9c3ba4757c60df,central_critical_mineral_auction,salal-haimna,"[""CMB-EVENT-T1-O18"",""CMB-EVENT-T3-O07""]",2,"Salal-Haimna Lithium, Titanium and Bauxite (Aluminous Laterite) Block","[""Salal-Haimna Lithium, Titanium and Bauxite (Aluminous Laterite) Block""]",UT: Jammu and Kashmir,Reasi,317.63800000,,33.16764188,74.81874320,863d346d7ffffff,833d30fffffffff,Lithium,"[""lithium""]","[""Li""]",official_auction_or_exploration_target_not_confirmed_deposit,accepted,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring,"https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14480_MBS_Salal-Haimna%20Lithium,%20Titanium%20and%20Bauxite%20Aluminous%20Laterite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-",https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14477_Notice%20Inviting%20Tender%20(NIT)%20-%20%20Tranche%20III.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,1,,,1756.11596680,True,False,True,False,0.00000001,,34.00000000,False,False,Copper,regional_background,False,False,"The source identifies an auction or exploration target, not a confirmed deposit, resource, reserve, discovery, grade continuity, economic viability, current grant, operating mine, or permission to enter land. Source-independent publication does not prove knowledge-independence from historical mineral evidence.","[""official_auction_or_exploration_target_not_confirmed_deposit"",""target_model_below_published_minimum_support"",""target_model_does_not_pass_internal_minimum_holdout_auc"",""complete_historical_source_label_independence_not_established""]"
