record_id,material_name,known_evidence_records_raw,unique_positive_h3_cells,positive_h3_r3_groups,positive_soil_complete_cells,positive_soil_complete_rate,background_cells_sampled,background_soil_complete_rate,spatial_cv_folds,oof_positive_rows,oof_background_rows,baseline_roc_auc,soilgrids_roc_auc,delta_roc_auc,delta_roc_auc_group_bootstrap_ci95_low,delta_roc_auc_group_bootstrap_ci95_high,baseline_average_precision,soilgrids_average_precision,delta_average_precision,baseline_recall_at_background_top5pct,soilgrids_recall_at_background_top5pct,delta_recall_at_background_top5pct,baseline_brier_score,soilgrids_brier_score,folds_with_positive_auc_gain,folds_with_negative_auc_gain,minimum_test_positive_to_training_positive_km,admission_gate_result,soilgrids_feature_admission_decision,decision_reason,production_scoring_status,candidate_scores_recomputed,experiment_version,background_interpretation,baseline_features_json,soilgrids_features_json
SOIL-ABL-TANTALUM,Tantalum,0,0,0,0,,0,,0,0,0,,,,,,,,,,,,,,0,0,,False,not_evaluated_low_support,fewer_than_10_unique_positive_h3_cells,not_admitted_shadow_evaluation_only,False,soilgrids-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""soilgrids_phh2o_0_5cm_mean"",""soilgrids_phh2o_30_60cm_mean"",""soilgrids_clay_0_5cm_mean"",""soilgrids_clay_30_60cm_mean"",""soilgrids_sand_0_5cm_mean"",""soilgrids_sand_30_60cm_mean"",""soilgrids_silt_0_5cm_mean"",""soilgrids_silt_30_60cm_mean"",""soilgrids_soc_0_5cm_mean"",""soilgrids_soc_30_60cm_mean"",""soilgrids_cec_0_5cm_mean"",""soilgrids_cec_30_60cm_mean"",""soilgrids_nitrogen_0_5cm_mean"",""soilgrids_nitrogen_30_60cm_mean"",""soilgrids_bdod_0_5cm_mean"",""soilgrids_bdod_30_60cm_mean"",""soilgrids_cfvo_0_5cm_mean"",""soilgrids_cfvo_30_60cm_mean"",""soilgrids_phh2o_0_5cm_p90_width"",""soilgrids_phh2o_30_60cm_p90_width"",""soilgrids_clay_0_5cm_p90_width"",""soilgrids_clay_30_60cm_p90_width"",""soilgrids_sand_0_5cm_p90_width"",""soilgrids_sand_30_60cm_p90_width"",""soilgrids_silt_0_5cm_p90_width"",""soilgrids_silt_30_60cm_p90_width"",""soilgrids_soc_0_5cm_p90_width"",""soilgrids_soc_30_60cm_p90_width"",""soilgrids_cec_0_5cm_p90_width"",""soilgrids_cec_30_60cm_p90_width"",""soilgrids_nitrogen_0_5cm_p90_width"",""soilgrids_nitrogen_30_60cm_p90_width"",""soilgrids_bdod_0_5cm_p90_width"",""soilgrids_bdod_30_60cm_p90_width"",""soilgrids_cfvo_0_5cm_p90_width"",""soilgrids_cfvo_30_60cm_p90_width""]"
SOIL-ABL-TELLURIUM,Tellurium,0,0,0,0,,0,,0,0,0,,,,,,,,,,,,,,0,0,,False,not_evaluated_low_support,fewer_than_10_unique_positive_h3_cells,not_admitted_shadow_evaluation_only,False,soilgrids-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""soilgrids_phh2o_0_5cm_mean"",""soilgrids_phh2o_30_60cm_mean"",""soilgrids_clay_0_5cm_mean"",""soilgrids_clay_30_60cm_mean"",""soilgrids_sand_0_5cm_mean"",""soilgrids_sand_30_60cm_mean"",""soilgrids_silt_0_5cm_mean"",""soilgrids_silt_30_60cm_mean"",""soilgrids_soc_0_5cm_mean"",""soilgrids_soc_30_60cm_mean"",""soilgrids_cec_0_5cm_mean"",""soilgrids_cec_30_60cm_mean"",""soilgrids_nitrogen_0_5cm_mean"",""soilgrids_nitrogen_30_60cm_mean"",""soilgrids_bdod_0_5cm_mean"",""soilgrids_bdod_30_60cm_mean"",""soilgrids_cfvo_0_5cm_mean"",""soilgrids_cfvo_30_60cm_mean"",""soilgrids_phh2o_0_5cm_p90_width"",""soilgrids_phh2o_30_60cm_p90_width"",""soilgrids_clay_0_5cm_p90_width"",""soilgrids_clay_30_60cm_p90_width"",""soilgrids_sand_0_5cm_p90_width"",""soilgrids_sand_30_60cm_p90_width"",""soilgrids_silt_0_5cm_p90_width"",""soilgrids_silt_30_60cm_p90_width"",""soilgrids_soc_0_5cm_p90_width"",""soilgrids_soc_30_60cm_p90_width"",""soilgrids_cec_0_5cm_p90_width"",""soilgrids_cec_30_60cm_p90_width"",""soilgrids_nitrogen_0_5cm_p90_width"",""soilgrids_nitrogen_30_60cm_p90_width"",""soilgrids_bdod_0_5cm_p90_width"",""soilgrids_bdod_30_60cm_p90_width"",""soilgrids_cfvo_0_5cm_p90_width"",""soilgrids_cfvo_30_60cm_p90_width""]"
SOIL-ABL-TIN,Tin,0,0,0,0,,0,,0,0,0,,,,,,,,,,,,,,0,0,,False,not_evaluated_low_support,fewer_than_10_unique_positive_h3_cells,not_admitted_shadow_evaluation_only,False,soilgrids-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""soilgrids_phh2o_0_5cm_mean"",""soilgrids_phh2o_30_60cm_mean"",""soilgrids_clay_0_5cm_mean"",""soilgrids_clay_30_60cm_mean"",""soilgrids_sand_0_5cm_mean"",""soilgrids_sand_30_60cm_mean"",""soilgrids_silt_0_5cm_mean"",""soilgrids_silt_30_60cm_mean"",""soilgrids_soc_0_5cm_mean"",""soilgrids_soc_30_60cm_mean"",""soilgrids_cec_0_5cm_mean"",""soilgrids_cec_30_60cm_mean"",""soilgrids_nitrogen_0_5cm_mean"",""soilgrids_nitrogen_30_60cm_mean"",""soilgrids_bdod_0_5cm_mean"",""soilgrids_bdod_30_60cm_mean"",""soilgrids_cfvo_0_5cm_mean"",""soilgrids_cfvo_30_60cm_mean"",""soilgrids_phh2o_0_5cm_p90_width"",""soilgrids_phh2o_30_60cm_p90_width"",""soilgrids_clay_0_5cm_p90_width"",""soilgrids_clay_30_60cm_p90_width"",""soilgrids_sand_0_5cm_p90_width"",""soilgrids_sand_30_60cm_p90_width"",""soilgrids_silt_0_5cm_p90_width"",""soilgrids_silt_30_60cm_p90_width"",""soilgrids_soc_0_5cm_p90_width"",""soilgrids_soc_30_60cm_p90_width"",""soilgrids_cec_0_5cm_p90_width"",""soilgrids_cec_30_60cm_p90_width"",""soilgrids_nitrogen_0_5cm_p90_width"",""soilgrids_nitrogen_30_60cm_p90_width"",""soilgrids_bdod_0_5cm_p90_width"",""soilgrids_bdod_30_60cm_p90_width"",""soilgrids_cfvo_0_5cm_p90_width"",""soilgrids_cfvo_30_60cm_p90_width""]"
SOIL-ABL-TITANIUM,Titanium,39,33,27,33,1.00000000,1000,0.99200000,5,33,1000,0.77478788,0.77233333,-0.00245455,-0.03530387,0.03963258,0.11524884,0.12487009,0.00962125,0.24242424,0.21212121,-0.03030303,0.14667932,0.12636643,2,3,75.88025371,False,not_admitted_performance_degraded,paired_out_of_fold_roc_auc_decreased,not_admitted_shadow_evaluation_only,False,soilgrids-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""soilgrids_phh2o_0_5cm_mean"",""soilgrids_phh2o_30_60cm_mean"",""soilgrids_clay_0_5cm_mean"",""soilgrids_clay_30_60cm_mean"",""soilgrids_sand_0_5cm_mean"",""soilgrids_sand_30_60cm_mean"",""soilgrids_silt_0_5cm_mean"",""soilgrids_silt_30_60cm_mean"",""soilgrids_soc_0_5cm_mean"",""soilgrids_soc_30_60cm_mean"",""soilgrids_cec_0_5cm_mean"",""soilgrids_cec_30_60cm_mean"",""soilgrids_nitrogen_0_5cm_mean"",""soilgrids_nitrogen_30_60cm_mean"",""soilgrids_bdod_0_5cm_mean"",""soilgrids_bdod_30_60cm_mean"",""soilgrids_cfvo_0_5cm_mean"",""soilgrids_cfvo_30_60cm_mean"",""soilgrids_phh2o_0_5cm_p90_width"",""soilgrids_phh2o_30_60cm_p90_width"",""soilgrids_clay_0_5cm_p90_width"",""soilgrids_clay_30_60cm_p90_width"",""soilgrids_sand_0_5cm_p90_width"",""soilgrids_sand_30_60cm_p90_width"",""soilgrids_silt_0_5cm_p90_width"",""soilgrids_silt_30_60cm_p90_width"",""soilgrids_soc_0_5cm_p90_width"",""soilgrids_soc_30_60cm_p90_width"",""soilgrids_cec_0_5cm_p90_width"",""soilgrids_cec_30_60cm_p90_width"",""soilgrids_nitrogen_0_5cm_p90_width"",""soilgrids_nitrogen_30_60cm_p90_width"",""soilgrids_bdod_0_5cm_p90_width"",""soilgrids_bdod_30_60cm_p90_width"",""soilgrids_cfvo_0_5cm_p90_width"",""soilgrids_cfvo_30_60cm_p90_width""]"
SOIL-ABL-TUNGSTEN,Tungsten,3,3,3,3,1.00000000,0,,0,0,0,,,,,,,,,,,,,,0,0,,False,not_evaluated_low_support,fewer_than_10_unique_positive_h3_cells,not_admitted_shadow_evaluation_only,False,soilgrids-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""soilgrids_phh2o_0_5cm_mean"",""soilgrids_phh2o_30_60cm_mean"",""soilgrids_clay_0_5cm_mean"",""soilgrids_clay_30_60cm_mean"",""soilgrids_sand_0_5cm_mean"",""soilgrids_sand_30_60cm_mean"",""soilgrids_silt_0_5cm_mean"",""soilgrids_silt_30_60cm_mean"",""soilgrids_soc_0_5cm_mean"",""soilgrids_soc_30_60cm_mean"",""soilgrids_cec_0_5cm_mean"",""soilgrids_cec_30_60cm_mean"",""soilgrids_nitrogen_0_5cm_mean"",""soilgrids_nitrogen_30_60cm_mean"",""soilgrids_bdod_0_5cm_mean"",""soilgrids_bdod_30_60cm_mean"",""soilgrids_cfvo_0_5cm_mean"",""soilgrids_cfvo_30_60cm_mean"",""soilgrids_phh2o_0_5cm_p90_width"",""soilgrids_phh2o_30_60cm_p90_width"",""soilgrids_clay_0_5cm_p90_width"",""soilgrids_clay_30_60cm_p90_width"",""soilgrids_sand_0_5cm_p90_width"",""soilgrids_sand_30_60cm_p90_width"",""soilgrids_silt_0_5cm_p90_width"",""soilgrids_silt_30_60cm_p90_width"",""soilgrids_soc_0_5cm_p90_width"",""soilgrids_soc_30_60cm_p90_width"",""soilgrids_cec_0_5cm_p90_width"",""soilgrids_cec_30_60cm_p90_width"",""soilgrids_nitrogen_0_5cm_p90_width"",""soilgrids_nitrogen_30_60cm_p90_width"",""soilgrids_bdod_0_5cm_p90_width"",""soilgrids_bdod_30_60cm_p90_width"",""soilgrids_cfvo_0_5cm_p90_width"",""soilgrids_cfvo_30_60cm_p90_width""]"
SOIL-ABL-VANADIUM,Vanadium,10,10,8,9,0.90000000,1000,0.99000000,5,10,1000,0.42930000,0.55460000,0.12530000,-0.11517650,0.31341047,0.00894567,0.01228670,0.00334103,0.00000000,0.00000000,0.00000000,0.18913525,0.08888946,3,2,168.27337049,False,not_admitted_inconclusive_or_below_threshold,one_or_more_predefined_admission_gates_failed,not_admitted_shadow_evaluation_only,False,soilgrids-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""soilgrids_phh2o_0_5cm_mean"",""soilgrids_phh2o_30_60cm_mean"",""soilgrids_clay_0_5cm_mean"",""soilgrids_clay_30_60cm_mean"",""soilgrids_sand_0_5cm_mean"",""soilgrids_sand_30_60cm_mean"",""soilgrids_silt_0_5cm_mean"",""soilgrids_silt_30_60cm_mean"",""soilgrids_soc_0_5cm_mean"",""soilgrids_soc_30_60cm_mean"",""soilgrids_cec_0_5cm_mean"",""soilgrids_cec_30_60cm_mean"",""soilgrids_nitrogen_0_5cm_mean"",""soilgrids_nitrogen_30_60cm_mean"",""soilgrids_bdod_0_5cm_mean"",""soilgrids_bdod_30_60cm_mean"",""soilgrids_cfvo_0_5cm_mean"",""soilgrids_cfvo_30_60cm_mean"",""soilgrids_phh2o_0_5cm_p90_width"",""soilgrids_phh2o_30_60cm_p90_width"",""soilgrids_clay_0_5cm_p90_width"",""soilgrids_clay_30_60cm_p90_width"",""soilgrids_sand_0_5cm_p90_width"",""soilgrids_sand_30_60cm_p90_width"",""soilgrids_silt_0_5cm_p90_width"",""soilgrids_silt_30_60cm_p90_width"",""soilgrids_soc_0_5cm_p90_width"",""soilgrids_soc_30_60cm_p90_width"",""soilgrids_cec_0_5cm_p90_width"",""soilgrids_cec_30_60cm_p90_width"",""soilgrids_nitrogen_0_5cm_p90_width"",""soilgrids_nitrogen_30_60cm_p90_width"",""soilgrids_bdod_0_5cm_p90_width"",""soilgrids_bdod_30_60cm_p90_width"",""soilgrids_cfvo_0_5cm_p90_width"",""soilgrids_cfvo_30_60cm_p90_width""]"
SOIL-ABL-ZIRCONIUM,Zirconium,12,6,5,6,1.00000000,0,,0,0,0,,,,,,,,,,,,,,0,0,,False,not_evaluated_low_support,fewer_than_10_unique_positive_h3_cells,not_admitted_shadow_evaluation_only,False,soilgrids-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""soilgrids_phh2o_0_5cm_mean"",""soilgrids_phh2o_30_60cm_mean"",""soilgrids_clay_0_5cm_mean"",""soilgrids_clay_30_60cm_mean"",""soilgrids_sand_0_5cm_mean"",""soilgrids_sand_30_60cm_mean"",""soilgrids_silt_0_5cm_mean"",""soilgrids_silt_30_60cm_mean"",""soilgrids_soc_0_5cm_mean"",""soilgrids_soc_30_60cm_mean"",""soilgrids_cec_0_5cm_mean"",""soilgrids_cec_30_60cm_mean"",""soilgrids_nitrogen_0_5cm_mean"",""soilgrids_nitrogen_30_60cm_mean"",""soilgrids_bdod_0_5cm_mean"",""soilgrids_bdod_30_60cm_mean"",""soilgrids_cfvo_0_5cm_mean"",""soilgrids_cfvo_30_60cm_mean"",""soilgrids_phh2o_0_5cm_p90_width"",""soilgrids_phh2o_30_60cm_p90_width"",""soilgrids_clay_0_5cm_p90_width"",""soilgrids_clay_30_60cm_p90_width"",""soilgrids_sand_0_5cm_p90_width"",""soilgrids_sand_30_60cm_p90_width"",""soilgrids_silt_0_5cm_p90_width"",""soilgrids_silt_30_60cm_p90_width"",""soilgrids_soc_0_5cm_p90_width"",""soilgrids_soc_30_60cm_p90_width"",""soilgrids_cec_0_5cm_p90_width"",""soilgrids_cec_30_60cm_p90_width"",""soilgrids_nitrogen_0_5cm_p90_width"",""soilgrids_nitrogen_30_60cm_p90_width"",""soilgrids_bdod_0_5cm_p90_width"",""soilgrids_bdod_30_60cm_p90_width"",""soilgrids_cfvo_0_5cm_p90_width"",""soilgrids_cfvo_30_60cm_p90_width""]"
SOIL-ABL-SELENIUM,Selenium,2,1,1,1,1.00000000,0,,0,0,0,,,,,,,,,,,,,,0,0,,False,not_evaluated_low_support,fewer_than_10_unique_positive_h3_cells,not_admitted_shadow_evaluation_only,False,soilgrids-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""soilgrids_phh2o_0_5cm_mean"",""soilgrids_phh2o_30_60cm_mean"",""soilgrids_clay_0_5cm_mean"",""soilgrids_clay_30_60cm_mean"",""soilgrids_sand_0_5cm_mean"",""soilgrids_sand_30_60cm_mean"",""soilgrids_silt_0_5cm_mean"",""soilgrids_silt_30_60cm_mean"",""soilgrids_soc_0_5cm_mean"",""soilgrids_soc_30_60cm_mean"",""soilgrids_cec_0_5cm_mean"",""soilgrids_cec_30_60cm_mean"",""soilgrids_nitrogen_0_5cm_mean"",""soilgrids_nitrogen_30_60cm_mean"",""soilgrids_bdod_0_5cm_mean"",""soilgrids_bdod_30_60cm_mean"",""soilgrids_cfvo_0_5cm_mean"",""soilgrids_cfvo_30_60cm_mean"",""soilgrids_phh2o_0_5cm_p90_width"",""soilgrids_phh2o_30_60cm_p90_width"",""soilgrids_clay_0_5cm_p90_width"",""soilgrids_clay_30_60cm_p90_width"",""soilgrids_sand_0_5cm_p90_width"",""soilgrids_sand_30_60cm_p90_width"",""soilgrids_silt_0_5cm_p90_width"",""soilgrids_silt_30_60cm_p90_width"",""soilgrids_soc_0_5cm_p90_width"",""soilgrids_soc_30_60cm_p90_width"",""soilgrids_cec_0_5cm_p90_width"",""soilgrids_cec_30_60cm_p90_width"",""soilgrids_nitrogen_0_5cm_p90_width"",""soilgrids_nitrogen_30_60cm_p90_width"",""soilgrids_bdod_0_5cm_p90_width"",""soilgrids_bdod_30_60cm_p90_width"",""soilgrids_cfvo_0_5cm_p90_width"",""soilgrids_cfvo_30_60cm_p90_width""]"
SOIL-ABL-CADMIUM,Cadmium,4,4,4,4,1.00000000,0,,0,0,0,,,,,,,,,,,,,,0,0,,False,not_evaluated_low_support,fewer_than_10_unique_positive_h3_cells,not_admitted_shadow_evaluation_only,False,soilgrids-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""soilgrids_phh2o_0_5cm_mean"",""soilgrids_phh2o_30_60cm_mean"",""soilgrids_clay_0_5cm_mean"",""soilgrids_clay_30_60cm_mean"",""soilgrids_sand_0_5cm_mean"",""soilgrids_sand_30_60cm_mean"",""soilgrids_silt_0_5cm_mean"",""soilgrids_silt_30_60cm_mean"",""soilgrids_soc_0_5cm_mean"",""soilgrids_soc_30_60cm_mean"",""soilgrids_cec_0_5cm_mean"",""soilgrids_cec_30_60cm_mean"",""soilgrids_nitrogen_0_5cm_mean"",""soilgrids_nitrogen_30_60cm_mean"",""soilgrids_bdod_0_5cm_mean"",""soilgrids_bdod_30_60cm_mean"",""soilgrids_cfvo_0_5cm_mean"",""soilgrids_cfvo_30_60cm_mean"",""soilgrids_phh2o_0_5cm_p90_width"",""soilgrids_phh2o_30_60cm_p90_width"",""soilgrids_clay_0_5cm_p90_width"",""soilgrids_clay_30_60cm_p90_width"",""soilgrids_sand_0_5cm_p90_width"",""soilgrids_sand_30_60cm_p90_width"",""soilgrids_silt_0_5cm_p90_width"",""soilgrids_silt_30_60cm_p90_width"",""soilgrids_soc_0_5cm_p90_width"",""soilgrids_soc_30_60cm_p90_width"",""soilgrids_cec_0_5cm_p90_width"",""soilgrids_cec_30_60cm_p90_width"",""soilgrids_nitrogen_0_5cm_p90_width"",""soilgrids_nitrogen_30_60cm_p90_width"",""soilgrids_bdod_0_5cm_p90_width"",""soilgrids_bdod_30_60cm_p90_width"",""soilgrids_cfvo_0_5cm_p90_width"",""soilgrids_cfvo_30_60cm_p90_width""]"
SOIL-ABL-ALUMINIUM,Aluminium,110,70,48,70,1.00000000,2100,0.99142857,5,70,2100,0.72510204,0.75584354,0.03074150,-0.01011050,0.07570560,0.06293181,0.07889017,0.01595836,0.12857143,0.17142857,0.04285714,0.14767994,0.14754027,3,2,51.32180287,False,not_admitted_inconclusive_or_below_threshold,one_or_more_predefined_admission_gates_failed,not_admitted_shadow_evaluation_only,False,soilgrids-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""soilgrids_phh2o_0_5cm_mean"",""soilgrids_phh2o_30_60cm_mean"",""soilgrids_clay_0_5cm_mean"",""soilgrids_clay_30_60cm_mean"",""soilgrids_sand_0_5cm_mean"",""soilgrids_sand_30_60cm_mean"",""soilgrids_silt_0_5cm_mean"",""soilgrids_silt_30_60cm_mean"",""soilgrids_soc_0_5cm_mean"",""soilgrids_soc_30_60cm_mean"",""soilgrids_cec_0_5cm_mean"",""soilgrids_cec_30_60cm_mean"",""soilgrids_nitrogen_0_5cm_mean"",""soilgrids_nitrogen_30_60cm_mean"",""soilgrids_bdod_0_5cm_mean"",""soilgrids_bdod_30_60cm_mean"",""soilgrids_cfvo_0_5cm_mean"",""soilgrids_cfvo_30_60cm_mean"",""soilgrids_phh2o_0_5cm_p90_width"",""soilgrids_phh2o_30_60cm_p90_width"",""soilgrids_clay_0_5cm_p90_width"",""soilgrids_clay_30_60cm_p90_width"",""soilgrids_sand_0_5cm_p90_width"",""soilgrids_sand_30_60cm_p90_width"",""soilgrids_silt_0_5cm_p90_width"",""soilgrids_silt_30_60cm_p90_width"",""soilgrids_soc_0_5cm_p90_width"",""soilgrids_soc_30_60cm_p90_width"",""soilgrids_cec_0_5cm_p90_width"",""soilgrids_cec_30_60cm_p90_width"",""soilgrids_nitrogen_0_5cm_p90_width"",""soilgrids_nitrogen_30_60cm_p90_width"",""soilgrids_bdod_0_5cm_p90_width"",""soilgrids_bdod_30_60cm_p90_width"",""soilgrids_cfvo_0_5cm_p90_width"",""soilgrids_cfvo_30_60cm_p90_width""]"
SOIL-ABL-IRON,Iron,238,147,54,146,0.99319728,4410,0.99229025,5,147,4410,0.81558456,0.79838493,-0.01719962,-0.05822660,0.00838438,0.10703510,0.10252539,-0.00450971,0.12925170,0.17687075,0.04761905,0.08079755,0.08286495,2,3,50.81287473,False,not_admitted_performance_degraded,paired_out_of_fold_roc_auc_decreased,not_admitted_shadow_evaluation_only,False,soilgrids-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""soilgrids_phh2o_0_5cm_mean"",""soilgrids_phh2o_30_60cm_mean"",""soilgrids_clay_0_5cm_mean"",""soilgrids_clay_30_60cm_mean"",""soilgrids_sand_0_5cm_mean"",""soilgrids_sand_30_60cm_mean"",""soilgrids_silt_0_5cm_mean"",""soilgrids_silt_30_60cm_mean"",""soilgrids_soc_0_5cm_mean"",""soilgrids_soc_30_60cm_mean"",""soilgrids_cec_0_5cm_mean"",""soilgrids_cec_30_60cm_mean"",""soilgrids_nitrogen_0_5cm_mean"",""soilgrids_nitrogen_30_60cm_mean"",""soilgrids_bdod_0_5cm_mean"",""soilgrids_bdod_30_60cm_mean"",""soilgrids_cfvo_0_5cm_mean"",""soilgrids_cfvo_30_60cm_mean"",""soilgrids_phh2o_0_5cm_p90_width"",""soilgrids_phh2o_30_60cm_p90_width"",""soilgrids_clay_0_5cm_p90_width"",""soilgrids_clay_30_60cm_p90_width"",""soilgrids_sand_0_5cm_p90_width"",""soilgrids_sand_30_60cm_p90_width"",""soilgrids_silt_0_5cm_p90_width"",""soilgrids_silt_30_60cm_p90_width"",""soilgrids_soc_0_5cm_p90_width"",""soilgrids_soc_30_60cm_p90_width"",""soilgrids_cec_0_5cm_p90_width"",""soilgrids_cec_30_60cm_p90_width"",""soilgrids_nitrogen_0_5cm_p90_width"",""soilgrids_nitrogen_30_60cm_p90_width"",""soilgrids_bdod_0_5cm_p90_width"",""soilgrids_bdod_30_60cm_p90_width"",""soilgrids_cfvo_0_5cm_p90_width"",""soilgrids_cfvo_30_60cm_p90_width""]"
