record_id,material_name,known_evidence_records_raw,unique_positive_h3_cells,positive_h3_r3_groups,positive_sentinel_complete_cells,positive_sentinel_complete_rate,background_cells_sampled,background_sentinel_complete_rate,spatial_cv_folds,oof_positive_rows,oof_background_rows,baseline_roc_auc,sentinel2_roc_auc,delta_roc_auc,delta_roc_auc_group_bootstrap_ci95_low,delta_roc_auc_group_bootstrap_ci95_high,baseline_average_precision,sentinel2_average_precision,delta_average_precision,baseline_recall_at_background_top5pct,sentinel2_recall_at_background_top5pct,delta_recall_at_background_top5pct,baseline_brier_score,sentinel2_brier_score,folds_with_positive_auc_gain,folds_with_negative_auc_gain,minimum_test_positive_to_training_positive_km,admission_gate_result,sentinel2_feature_admission_decision,decision_reason,production_scoring_status,candidate_scores_recomputed,experiment_version,background_interpretation,baseline_features_json,sentinel2_features_json
S2-ABL-ALUMINIUM,Aluminium,110,70,48,70,1.00000000,2100,0.97000000,5,70,2100,0.72510204,0.70787075,-0.01723129,-0.05088040,0.01430900,0.06293181,0.05991848,-0.00301333,0.12857143,0.10000000,-0.02857143,0.14767994,0.14533735,2,3,51.32180287,False,not_admitted_performance_degraded,paired_out_of_fold_roc_auc_decreased,not_admitted_shadow_evaluation_only,False,sentinel2-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""annual_bare_b02_reflectance_median"",""annual_bare_b03_reflectance_median"",""annual_bare_b04_reflectance_median"",""annual_bare_b08_reflectance_median"",""annual_bare_b11_reflectance_median"",""annual_bare_b12_reflectance_median"",""annual_bare_ndvi_median"",""annual_bare_ndmi_median"",""annual_bare_bsi_median"",""annual_bare_ndti_median"",""annual_bare_red_blue_ratio_median"",""annual_bare_swir1_swir2_ratio_median"",""dry_clear_land_ndvi_median"",""dry_clear_land_ndmi_median"",""dry_clear_land_bsi_median"",""post_clear_land_ndvi_median"",""post_clear_land_ndmi_median"",""post_clear_land_bsi_median""]"
S2-ABL-IRON,Iron,238,147,54,144,0.97959184,4410,0.97006803,5,147,4410,0.81558456,0.75694541,-0.05863915,-0.11678344,0.00767409,0.10703510,0.12049878,0.01346368,0.12925170,0.26530612,0.13605442,0.08079755,0.07866352,1,4,50.81287473,False,not_admitted_performance_degraded,paired_out_of_fold_roc_auc_decreased,not_admitted_shadow_evaluation_only,False,sentinel2-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""annual_bare_b02_reflectance_median"",""annual_bare_b03_reflectance_median"",""annual_bare_b04_reflectance_median"",""annual_bare_b08_reflectance_median"",""annual_bare_b11_reflectance_median"",""annual_bare_b12_reflectance_median"",""annual_bare_ndvi_median"",""annual_bare_ndmi_median"",""annual_bare_bsi_median"",""annual_bare_ndti_median"",""annual_bare_red_blue_ratio_median"",""annual_bare_swir1_swir2_ratio_median"",""dry_clear_land_ndvi_median"",""dry_clear_land_ndmi_median"",""dry_clear_land_bsi_median"",""post_clear_land_ndvi_median"",""post_clear_land_ndmi_median"",""post_clear_land_bsi_median""]"
S2-ABL-MANGANESE,Manganese,130,86,27,84,0.97674419,2580,0.97015504,5,86,2580,0.85936542,0.79812511,-0.06124031,-0.09102802,-0.00804376,0.12175828,0.08545573,-0.03630254,0.19767442,0.19767442,0.00000000,0.07004811,0.07405704,0,5,51.65622740,False,not_admitted_performance_degraded,paired_out_of_fold_roc_auc_decreased,not_admitted_shadow_evaluation_only,False,sentinel2-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""annual_bare_b02_reflectance_median"",""annual_bare_b03_reflectance_median"",""annual_bare_b04_reflectance_median"",""annual_bare_b08_reflectance_median"",""annual_bare_b11_reflectance_median"",""annual_bare_b12_reflectance_median"",""annual_bare_ndvi_median"",""annual_bare_ndmi_median"",""annual_bare_bsi_median"",""annual_bare_ndti_median"",""annual_bare_red_blue_ratio_median"",""annual_bare_swir1_swir2_ratio_median"",""dry_clear_land_ndvi_median"",""dry_clear_land_ndmi_median"",""dry_clear_land_bsi_median"",""post_clear_land_ndvi_median"",""post_clear_land_ndmi_median"",""post_clear_land_bsi_median""]"
S2-ABL-CHROMIUM,Chromium,72,20,11,20,1.00000000,1000,0.97300000,5,20,1000,0.92730000,0.91825000,-0.00905000,-0.02117820,0.00773139,0.28894628,0.27260938,-0.01633690,0.65000000,0.55000000,-0.10000000,0.06078396,0.05579758,3,2,50.66605829,False,not_admitted_performance_degraded,paired_out_of_fold_roc_auc_decreased,not_admitted_shadow_evaluation_only,False,sentinel2-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""annual_bare_b02_reflectance_median"",""annual_bare_b03_reflectance_median"",""annual_bare_b04_reflectance_median"",""annual_bare_b08_reflectance_median"",""annual_bare_b11_reflectance_median"",""annual_bare_b12_reflectance_median"",""annual_bare_ndvi_median"",""annual_bare_ndmi_median"",""annual_bare_bsi_median"",""annual_bare_ndti_median"",""annual_bare_red_blue_ratio_median"",""annual_bare_swir1_swir2_ratio_median"",""dry_clear_land_ndvi_median"",""dry_clear_land_ndmi_median"",""dry_clear_land_bsi_median"",""post_clear_land_ndvi_median"",""post_clear_land_ndmi_median"",""post_clear_land_bsi_median""]"
S2-ABL-LEAD,Lead,34,30,22,30,1.00000000,1000,0.96600000,5,30,1000,0.59920000,0.66110000,0.06190000,-0.01789734,0.13918548,0.04346748,0.04895465,0.00548718,0.03333333,0.10000000,0.06666667,0.14408965,0.13476687,4,1,67.14351624,False,not_admitted_inconclusive_or_below_threshold,one_or_more_predefined_admission_gates_failed,not_admitted_shadow_evaluation_only,False,sentinel2-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""annual_bare_b02_reflectance_median"",""annual_bare_b03_reflectance_median"",""annual_bare_b04_reflectance_median"",""annual_bare_b08_reflectance_median"",""annual_bare_b11_reflectance_median"",""annual_bare_b12_reflectance_median"",""annual_bare_ndvi_median"",""annual_bare_ndmi_median"",""annual_bare_bsi_median"",""annual_bare_ndti_median"",""annual_bare_red_blue_ratio_median"",""annual_bare_swir1_swir2_ratio_median"",""dry_clear_land_ndvi_median"",""dry_clear_land_ndmi_median"",""dry_clear_land_bsi_median"",""post_clear_land_ndvi_median"",""post_clear_land_ndmi_median"",""post_clear_land_bsi_median""]"
S2-ABL-ZINC,Zinc,24,21,17,21,1.00000000,1000,0.96200000,5,21,1000,0.71171429,0.59404762,-0.11766667,-0.22479474,0.00626752,0.04361704,0.02888406,-0.01473299,0.09523810,0.04761905,-0.04761905,0.17271521,0.15621878,2,3,79.71082847,False,not_admitted_performance_degraded,paired_out_of_fold_roc_auc_decreased,not_admitted_shadow_evaluation_only,False,sentinel2-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""annual_bare_b02_reflectance_median"",""annual_bare_b03_reflectance_median"",""annual_bare_b04_reflectance_median"",""annual_bare_b08_reflectance_median"",""annual_bare_b11_reflectance_median"",""annual_bare_b12_reflectance_median"",""annual_bare_ndvi_median"",""annual_bare_ndmi_median"",""annual_bare_bsi_median"",""annual_bare_ndti_median"",""annual_bare_red_blue_ratio_median"",""annual_bare_swir1_swir2_ratio_median"",""dry_clear_land_ndvi_median"",""dry_clear_land_ndmi_median"",""dry_clear_land_bsi_median"",""post_clear_land_ndvi_median"",""post_clear_land_ndmi_median"",""post_clear_land_bsi_median""]"
S2-ABL-GOLD,Gold,16,14,11,13,0.92857143,1000,0.96400000,5,14,1000,0.54750000,0.47085714,-0.07664286,-0.23737067,0.08944681,0.02109523,0.01337660,-0.00771863,0.07142857,0.00000000,-0.07142857,0.17093025,0.15504246,1,4,83.28720839,False,not_admitted_performance_degraded,paired_out_of_fold_roc_auc_decreased,not_admitted_shadow_evaluation_only,False,sentinel2-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""annual_bare_b02_reflectance_median"",""annual_bare_b03_reflectance_median"",""annual_bare_b04_reflectance_median"",""annual_bare_b08_reflectance_median"",""annual_bare_b11_reflectance_median"",""annual_bare_b12_reflectance_median"",""annual_bare_ndvi_median"",""annual_bare_ndmi_median"",""annual_bare_bsi_median"",""annual_bare_ndti_median"",""annual_bare_red_blue_ratio_median"",""annual_bare_swir1_swir2_ratio_median"",""dry_clear_land_ndvi_median"",""dry_clear_land_ndmi_median"",""dry_clear_land_bsi_median"",""post_clear_land_ndvi_median"",""post_clear_land_ndmi_median"",""post_clear_land_bsi_median""]"
S2-ABL-SILVER,Silver,21,20,15,20,1.00000000,1000,0.96300000,5,20,1000,0.53175000,0.65695000,0.12520000,0.02124787,0.23293931,0.05003055,0.05050145,0.00047090,0.25000000,0.20000000,-0.05000000,0.11911987,0.11070500,4,1,63.00246496,False,not_admitted_inconclusive_or_below_threshold,one_or_more_predefined_admission_gates_failed,not_admitted_shadow_evaluation_only,False,sentinel2-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""annual_bare_b02_reflectance_median"",""annual_bare_b03_reflectance_median"",""annual_bare_b04_reflectance_median"",""annual_bare_b08_reflectance_median"",""annual_bare_b11_reflectance_median"",""annual_bare_b12_reflectance_median"",""annual_bare_ndvi_median"",""annual_bare_ndmi_median"",""annual_bare_bsi_median"",""annual_bare_ndti_median"",""annual_bare_red_blue_ratio_median"",""annual_bare_swir1_swir2_ratio_median"",""dry_clear_land_ndvi_median"",""dry_clear_land_ndmi_median"",""dry_clear_land_bsi_median"",""post_clear_land_ndvi_median"",""post_clear_land_ndmi_median"",""post_clear_land_bsi_median""]"
S2-ABL-URANIUM,Uranium,1,1,1,1,1.00000000,0,,0,0,0,,,,,,,,,,,,,,0,0,,False,not_evaluated_low_support,fewer_than_10_unique_positive_h3_cells,not_admitted_shadow_evaluation_only,False,sentinel2-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""annual_bare_b02_reflectance_median"",""annual_bare_b03_reflectance_median"",""annual_bare_b04_reflectance_median"",""annual_bare_b08_reflectance_median"",""annual_bare_b11_reflectance_median"",""annual_bare_b12_reflectance_median"",""annual_bare_ndvi_median"",""annual_bare_ndmi_median"",""annual_bare_bsi_median"",""annual_bare_ndti_median"",""annual_bare_red_blue_ratio_median"",""annual_bare_swir1_swir2_ratio_median"",""dry_clear_land_ndvi_median"",""dry_clear_land_ndmi_median"",""dry_clear_land_bsi_median"",""post_clear_land_ndvi_median"",""post_clear_land_ndmi_median"",""post_clear_land_bsi_median""]"
S2-ABL-THORIUM,Thorium,5,5,5,5,1.00000000,0,,0,0,0,,,,,,,,,,,,,,0,0,,False,not_evaluated_low_support,fewer_than_10_unique_positive_h3_cells,not_admitted_shadow_evaluation_only,False,sentinel2-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""annual_bare_b02_reflectance_median"",""annual_bare_b03_reflectance_median"",""annual_bare_b04_reflectance_median"",""annual_bare_b08_reflectance_median"",""annual_bare_b11_reflectance_median"",""annual_bare_b12_reflectance_median"",""annual_bare_ndvi_median"",""annual_bare_ndmi_median"",""annual_bare_bsi_median"",""annual_bare_ndti_median"",""annual_bare_red_blue_ratio_median"",""annual_bare_swir1_swir2_ratio_median"",""dry_clear_land_ndvi_median"",""dry_clear_land_ndmi_median"",""dry_clear_land_bsi_median"",""post_clear_land_ndvi_median"",""post_clear_land_ndmi_median"",""post_clear_land_bsi_median""]"
S2-ABL-COAL,Coal,0,0,0,0,,0,,0,0,0,,,,,,,,,,,,,,0,0,,False,not_evaluated_low_support,fewer_than_10_unique_positive_h3_cells,not_admitted_shadow_evaluation_only,False,sentinel2-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""annual_bare_b02_reflectance_median"",""annual_bare_b03_reflectance_median"",""annual_bare_b04_reflectance_median"",""annual_bare_b08_reflectance_median"",""annual_bare_b11_reflectance_median"",""annual_bare_b12_reflectance_median"",""annual_bare_ndvi_median"",""annual_bare_ndmi_median"",""annual_bare_bsi_median"",""annual_bare_ndti_median"",""annual_bare_red_blue_ratio_median"",""annual_bare_swir1_swir2_ratio_median"",""dry_clear_land_ndvi_median"",""dry_clear_land_ndmi_median"",""dry_clear_land_bsi_median"",""post_clear_land_ndvi_median"",""post_clear_land_ndmi_median"",""post_clear_land_bsi_median""]"
S2-ABL-LIGNITE,Lignite,0,0,0,0,,0,,0,0,0,,,,,,,,,,,,,,0,0,,False,not_evaluated_low_support,fewer_than_10_unique_positive_h3_cells,not_admitted_shadow_evaluation_only,False,sentinel2-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""annual_bare_b02_reflectance_median"",""annual_bare_b03_reflectance_median"",""annual_bare_b04_reflectance_median"",""annual_bare_b08_reflectance_median"",""annual_bare_b11_reflectance_median"",""annual_bare_b12_reflectance_median"",""annual_bare_ndvi_median"",""annual_bare_ndmi_median"",""annual_bare_bsi_median"",""annual_bare_ndti_median"",""annual_bare_red_blue_ratio_median"",""annual_bare_swir1_swir2_ratio_median"",""dry_clear_land_ndvi_median"",""dry_clear_land_ndmi_median"",""dry_clear_land_bsi_median"",""post_clear_land_ndvi_median"",""post_clear_land_ndmi_median"",""post_clear_land_bsi_median""]"
S2-ABL-PETROLEUM,Petroleum,0,0,0,0,,0,,0,0,0,,,,,,,,,,,,,,0,0,,False,not_evaluated_low_support,fewer_than_10_unique_positive_h3_cells,not_admitted_shadow_evaluation_only,False,sentinel2-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""annual_bare_b02_reflectance_median"",""annual_bare_b03_reflectance_median"",""annual_bare_b04_reflectance_median"",""annual_bare_b08_reflectance_median"",""annual_bare_b11_reflectance_median"",""annual_bare_b12_reflectance_median"",""annual_bare_ndvi_median"",""annual_bare_ndmi_median"",""annual_bare_bsi_median"",""annual_bare_ndti_median"",""annual_bare_red_blue_ratio_median"",""annual_bare_swir1_swir2_ratio_median"",""dry_clear_land_ndvi_median"",""dry_clear_land_ndmi_median"",""dry_clear_land_bsi_median"",""post_clear_land_ndvi_median"",""post_clear_land_ndmi_median"",""post_clear_land_bsi_median""]"
S2-ABL-NATURAL-GAS,Natural gas,0,0,0,0,,0,,0,0,0,,,,,,,,,,,,,,0,0,,False,not_evaluated_low_support,fewer_than_10_unique_positive_h3_cells,not_admitted_shadow_evaluation_only,False,sentinel2-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""annual_bare_b02_reflectance_median"",""annual_bare_b03_reflectance_median"",""annual_bare_b04_reflectance_median"",""annual_bare_b08_reflectance_median"",""annual_bare_b11_reflectance_median"",""annual_bare_b12_reflectance_median"",""annual_bare_ndvi_median"",""annual_bare_ndmi_median"",""annual_bare_bsi_median"",""annual_bare_ndti_median"",""annual_bare_red_blue_ratio_median"",""annual_bare_swir1_swir2_ratio_median"",""dry_clear_land_ndvi_median"",""dry_clear_land_ndmi_median"",""dry_clear_land_bsi_median"",""post_clear_land_ndvi_median"",""post_clear_land_ndmi_median"",""post_clear_land_bsi_median""]"
S2-ABL-BORON,Boron,1,1,1,1,1.00000000,0,,0,0,0,,,,,,,,,,,,,,0,0,,False,not_evaluated_low_support,fewer_than_10_unique_positive_h3_cells,not_admitted_shadow_evaluation_only,False,sentinel2-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""annual_bare_b02_reflectance_median"",""annual_bare_b03_reflectance_median"",""annual_bare_b04_reflectance_median"",""annual_bare_b08_reflectance_median"",""annual_bare_b11_reflectance_median"",""annual_bare_b12_reflectance_median"",""annual_bare_ndvi_median"",""annual_bare_ndmi_median"",""annual_bare_bsi_median"",""annual_bare_ndti_median"",""annual_bare_red_blue_ratio_median"",""annual_bare_swir1_swir2_ratio_median"",""dry_clear_land_ndvi_median"",""dry_clear_land_ndmi_median"",""dry_clear_land_bsi_median"",""post_clear_land_ndvi_median"",""post_clear_land_ndmi_median"",""post_clear_land_bsi_median""]"
S2-ABL-FLUORINE,Fluorine,3,3,2,3,1.00000000,0,,0,0,0,,,,,,,,,,,,,,0,0,,False,not_evaluated_low_support,fewer_than_10_unique_positive_h3_cells,not_admitted_shadow_evaluation_only,False,sentinel2-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""annual_bare_b02_reflectance_median"",""annual_bare_b03_reflectance_median"",""annual_bare_b04_reflectance_median"",""annual_bare_b08_reflectance_median"",""annual_bare_b11_reflectance_median"",""annual_bare_b12_reflectance_median"",""annual_bare_ndvi_median"",""annual_bare_ndmi_median"",""annual_bare_bsi_median"",""annual_bare_ndti_median"",""annual_bare_red_blue_ratio_median"",""annual_bare_swir1_swir2_ratio_median"",""dry_clear_land_ndvi_median"",""dry_clear_land_ndmi_median"",""dry_clear_land_bsi_median"",""post_clear_land_ndvi_median"",""post_clear_land_ndmi_median"",""post_clear_land_bsi_median""]"
S2-ABL-MAGNESIUM,Magnesium,4,3,2,3,1.00000000,0,,0,0,0,,,,,,,,,,,,,,0,0,,False,not_evaluated_low_support,fewer_than_10_unique_positive_h3_cells,not_admitted_shadow_evaluation_only,False,sentinel2-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""annual_bare_b02_reflectance_median"",""annual_bare_b03_reflectance_median"",""annual_bare_b04_reflectance_median"",""annual_bare_b08_reflectance_median"",""annual_bare_b11_reflectance_median"",""annual_bare_b12_reflectance_median"",""annual_bare_ndvi_median"",""annual_bare_ndmi_median"",""annual_bare_bsi_median"",""annual_bare_ndti_median"",""annual_bare_red_blue_ratio_median"",""annual_bare_swir1_swir2_ratio_median"",""dry_clear_land_ndvi_median"",""dry_clear_land_ndmi_median"",""dry_clear_land_bsi_median"",""post_clear_land_ndvi_median"",""post_clear_land_ndmi_median"",""post_clear_land_bsi_median""]"
S2-ABL-BARIUM,Barium,3,3,3,3,1.00000000,0,,0,0,0,,,,,,,,,,,,,,0,0,,False,not_evaluated_low_support,fewer_than_10_unique_positive_h3_cells,not_admitted_shadow_evaluation_only,False,sentinel2-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""annual_bare_b02_reflectance_median"",""annual_bare_b03_reflectance_median"",""annual_bare_b04_reflectance_median"",""annual_bare_b08_reflectance_median"",""annual_bare_b11_reflectance_median"",""annual_bare_b12_reflectance_median"",""annual_bare_ndvi_median"",""annual_bare_ndmi_median"",""annual_bare_bsi_median"",""annual_bare_ndti_median"",""annual_bare_red_blue_ratio_median"",""annual_bare_swir1_swir2_ratio_median"",""dry_clear_land_ndvi_median"",""dry_clear_land_ndmi_median"",""dry_clear_land_bsi_median"",""post_clear_land_ndvi_median"",""post_clear_land_ndmi_median"",""post_clear_land_bsi_median""]"
S2-ABL-CALCIUM-AND-LIMESTONE,Calcium and limestone,6,6,6,5,0.83333333,0,,0,0,0,,,,,,,,,,,,,,0,0,,False,not_evaluated_low_support,fewer_than_10_unique_positive_h3_cells,not_admitted_shadow_evaluation_only,False,sentinel2-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""annual_bare_b02_reflectance_median"",""annual_bare_b03_reflectance_median"",""annual_bare_b04_reflectance_median"",""annual_bare_b08_reflectance_median"",""annual_bare_b11_reflectance_median"",""annual_bare_b12_reflectance_median"",""annual_bare_ndvi_median"",""annual_bare_ndmi_median"",""annual_bare_bsi_median"",""annual_bare_ndti_median"",""annual_bare_red_blue_ratio_median"",""annual_bare_swir1_swir2_ratio_median"",""dry_clear_land_ndvi_median"",""dry_clear_land_ndmi_median"",""dry_clear_land_bsi_median"",""post_clear_land_ndvi_median"",""post_clear_land_ndmi_median"",""post_clear_land_bsi_median""]"
